"STATION","DATE","ACMC","ACMH","ACSC","ACSH","ADPT","ASLP","ASTP","AWBT","AWDR","AWND","DAEV","DAPR","DASF","DATN","DATX","DAWM","DWPR","EVAP","FMTM","FRGB","FRGT","FRTH","GAHT","MDEV","MDPR","MDSF","MDTN","MDTX","MDWM","MNPN","MXPN","PGTM","PRCP","PSUN","RHAV","RHMN","RHMX","SN01","SN02","SN03","SN11","SN12","SN13","SN14","SN21","SN22","SN23","SN31","SN32","SN33","SN34","SN35","SN36","SN51","SN52","SN53","SN54","SN55","SN56","SN57","SN61","SN72","SN81","SN82","SN83","SNOW","SNWD","SX01","SX02","SX03","SX11","SX12","SX13","SX14","SX15","SX17","SX21","SX22","SX23","SX31","SX32","SX33","SX34","SX35","SX36","SX51","SX52","SX53","SX54","SX55","SX56","SX57","SX61","SX72","SX81","SX82","SX83","TAVG","TAXN","THIC","TMAX","TMIN","TOBS","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WDMV","WESD","WESF","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT12","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03","WV07","WV18","WV20","alt","station_info","station_name","time"
"USW00023174","2024-05-04",,,,,"11.7","1012.9","1001.0","13.3",,"4.5",,,,,,,,,,,,,,,,,,,,,,,"0.5",,"   80","   68","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6",,,"18.3","13.3",,,,"  280","  260",,,,,,,,"9.4","12.1",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-05",,,,,"7.2","1013.2","1001.4","11.1",,"6.9",,,,,,,,,,,,,,,,,,,,,,,"2.5",,"   61","   29","   96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.7",,,"18.9","11.7",,,,"  260","  280",,,,,,,,"14.8","17.9",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-06",,,,,"9.4","1015.6","1003.7","12.2",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   68","   45","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"18.9","11.1",,,,"  250","  220",,,,,,,,"6.7","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-07",,,,,"10.6","1012.5","1000.3","13.3",,"2.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   71","   57","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"20.0","12.2",,,,"  230","  230",,,,,,,,"6.3","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-08",,,,,"11.7","1010.8","999.3","13.9",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   65","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.1",,,"19.4","12.8",,,,"  260","  240",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-09",,,,,"12.2","1013.5","1002.0","13.9",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   59","   83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.7",,,"21.1","14.4",,,,"  250","  250",,,,,,,,"8.9","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-10",,,,,"12.2","1014.2","1002.4","13.3",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   73","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"17.2","13.3",,,,"  260","  240",,,,,,,,"8.1","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-11",,,,,"12.2","1013.9","1002.0","13.3",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   73","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.8",,,"17.2","13.3",,,,"  240","  240",,,,,,,,"5.8","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-12",,,,,"12.2","1013.9","1002.0","13.9",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"19.4","13.9",,,,"  260","  260",,,,,,,,"6.7","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-13",,,,,"12.2","1014.2","1002.4","13.9",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   70","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.2",,,"18.3","13.3",,,,"  250","  260",,,,,,,,"6.7","10.3",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-14",,,,,"11.7","1013.2","1001.4","13.3",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   66","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.9",,,"18.9","13.9",,,,"  250","  240",,,,,,,,"7.6","12.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-15",,,,,"11.7","1013.2","1001.4","13.3",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   68","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.3",,,"18.3","14.4",,,,"  270","  260",,,,,,,,"6.3","8.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-16",,,,,"12.2","1014.6","1002.7","13.9",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.9",,,"19.4","13.9",,,,"  250","  270",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-17",,,,,"12.2","1014.6","1002.7","13.9",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   68","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.8",,,"18.9","14.4",,,,"  260","  290",,,,,,,,"7.6","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-18",,,,,"12.2","1015.9","1004.1","13.9",,"4.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   68","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"18.9","13.9",,,,"  270","  260",,,,,,,,"8.1","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-19",,,,,"11.1","1016.6","1004.7","13.3",,"4.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   61","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.9",,,"19.4","13.9",,,,"  260","  250",,,,,,,,"7.6","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-20",,,,,"11.1","1015.9","1003.4","13.3",,"4.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   66","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.3",,,"18.3","13.9",,,,"  260","  270",,,,,,,,"9.8","12.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-21",,,,,"11.1","1014.9","1002.7","13.3",,"4.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   63","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.4",,,"18.9","12.8",,,,"  280","  280",,,,,,,,"8.1","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-22",,,,,"11.7","1014.6","1002.7","13.3",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   68","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6",,,"19.4","13.9",,,,"  260",,,,,,,,,"7.2",,,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-23",,,,,"12.2","1013.5","1002.0","13.9",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.2",,,"18.3","14.4",,,,"  250","  250",,,,,,,,"6.3","8.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-24",,,,,"11.7","1013.5","1002.0","13.3",,"4.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"18.9","13.3",,,,"  260","  290",,,,,,,,"8.9","13.4",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-25",,,,,"10.6","1015.6","1003.7","12.8",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   60","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.4",,,"18.9","12.8",,,,"  270","  240",,,,,,,,"7.6","11.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-26",,,,,"11.7","1016.3","1004.4","13.9",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   63","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.8",,,"19.4","13.9",,,,"  270","  250",,,,,,,,"7.6","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-27",,,,,"12.2","1016.9","1005.1","13.3",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.7",,,"19.4","13.3",,,,"  270","  270",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-28",,,,,"12.2","1017.3","1005.8","13.3",,"2.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   70","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.1",,,"18.3","13.3",,,,"  270","  250",,,,,,,,"6.3","7.2",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-29",,,,,"12.2","1016.3","1004.7","13.9",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   65","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.6",,,"19.4","14.4",,,,"  260",,,,,,,,,"6.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-30",,,,,"12.8","1014.2","1002.4","14.4",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   70","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.3",,,"20.0","14.4",,,,"  260","  240",,,,,,,,"6.7","10.3",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-05-31",,,,,"12.8","1012.9","1001.4","14.4",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.1",,,"19.4","14.4",,,,"  270","  270",,,,,,,,"7.2","10.3",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-01",,,,,"12.8","1013.2","1001.4","14.4",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.1",,,"19.4","14.4",,,,"  270","  250",,,,,,,,"8.9","11.2",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-02",,,,,"12.8","1012.9","1001.4","14.4",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   63","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.4",,,"20.0","14.4",,,,"  260","  290",,,,,,,,"6.7","9.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-03",,,,,"13.3","1011.9","1000.0","15.0",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   65","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.6",,,"20.0","14.4",,,,"  260","  270",,,,,,,,"6.3","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-04",,,,,"13.9","1010.8","999.0","15.6",,"2.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.6",,,"21.1","16.1",,,,"  230","  230",,,,,,,,"6.7","9.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-05",,,,,"15.0","1011.9","1000.3","16.1",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   85","   71","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.8",,,"21.1","16.7",,,,"  230","  230",,,,,,,,"6.7","10.7",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-06",,,,,"15.0","1011.9","1000.3","15.6",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   88","   78","   96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.4",,,"19.4","14.4",,,,"  260","  290",,,,,,,,"6.3","9.4",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-07",,,,,"15.0","1012.2","1000.3","16.1",,"2.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   84","   70","   96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.9",,,"20.6","14.4",,,,"  240","  250",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-08",,,,,"14.4","1013.2","1001.4","15.6",,"3.5",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   68","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.7",,,"20.6","16.1",,,,"  260",,,,,,,,,"6.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-09",,,,,"13.9","1014.2","1002.4","15.6",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.4",,,"21.1","15.6",,,,"  260",,,,,,,,,"7.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-10",,,,,"13.9","1013.2","1001.4","15.0",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   66","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.4",,,"21.1","14.4",,,,"  270","  260",,,,,,,,"7.6","10.7",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-11",,,,,"13.9","1012.9","1000.7","15.0",,"2.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   85","   76","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.1",,,"18.3","14.4",,,,"  260","  240",,,,,,,,"5.8","9.4",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-12",,,,,"14.4","1014.2","1002.4","15.6",,"3.7",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   82","   70","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.4",,,"21.1","15.6",,,,"  260","  270",,,,,,,,"7.2","10.7",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-13",,,,,"13.3","1014.9","1003.0","15.0",,"4.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   63","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.0",,,"20.6","15.0",,,,"  260","  260",,,,,,,,"9.4","12.5",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-14",,,,,"13.9","1013.2","1001.4","15.6",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   61","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.6",,,"22.2","15.6",,,,"  250","  270",,,,,,,,"7.2","10.3",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-15",,,,,"13.9","1009.1","997.6","16.1",,"2.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   59","   93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.3",,,"22.8","15.6",,,,"  270","  230",,,,,,,,"7.2","11.2",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-16",,,,,"15.0","1007.1","995.3","16.7",,"3.0",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.3",,,"22.2","16.1",,,,"  250","  260",,,,,,,,"6.3","10.3",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-17",,,,,"13.9","1006.8","995.3","16.1",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   74","   63","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.1",,,"22.2","17.2",,,,"  270","  250",,,,,,,,"7.2","11.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-18",,,,,"14.4","1008.1","996.3","16.1",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   63","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.9",,,"22.8","17.2",,,,"  270","  240",,,,,,,,"7.2","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-19",,,,,"14.4","1010.2","998.6","16.1",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   64","   86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.1",,,"22.8","16.1",,,,"  270","  250",,,,,,,,"7.2","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-20",,,,,"13.9","1009.1","997.3","15.6",,"3.2",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   76","   66","   84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.4",,,"21.7","15.6",,,,"  270","  250",,,,,,,,"6.7","9.4",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-21",,,,,"14.4","1007.8","995.9","16.1",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   63","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.4",,,"22.2","15.6",,,,"  260","  240",,,,,,,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-22",,,,,"15.6","1010.2","998.6","16.7",,"3.6",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   81","   68","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.0",,,"22.8","16.1",,,,"  280","  250",,,,,,,,"6.7","9.8",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-23",,,,,"15.6","1011.5","1000.0","17.2",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   73","   45","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"26.1","15.6",,,,"  260","  200",,,,,,,,"7.2","9.4",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-24",,,,,"15.6",,,"18.3",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   67","   49","   79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.2",,,"27.2","18.9",,,,"  270","  260",,,,,,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-25",,,,,"16.1","1013.5","1002.0","17.8",,"4.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   62","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.7",,,"24.4","17.2",,,,"  260","  240",,,,,,,,"7.6","12.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-26",,,,,"15.6","1013.9","1002.0","17.2",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   78","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.3",,,"22.2","17.2",,,,"  240","  260",,,,,,,,"6.7","9.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-27",,,,,"15.6","1010.5","999.0","17.2",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   75","   62","   87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.1",,,"24.4","17.8",,,,"  260","  250",,,,,,,,"7.6","10.3",,,,,,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-28",,,,,"15.0","1009.8","998.0","16.7",,"3.9",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   77","   66","   86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.8",,,"23.3","16.1",,,,"  260","  220",,,,,,,,"7.2","10.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-29",,,,,"15.0","1012.2","1000.3","16.1",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   83","   66","  100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.7",,,"22.2","14.4",,,,"  270","  240",,,,,,,,"8.1","11.6",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-06-30",,,,,"15.0","1012.5","1000.7","16.1",,"3.1",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   84","   68","   96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.2",,,"21.1","15.0",,,,"  270","  240",,,,,,,,"7.2","10.7",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-01",,,,,"15.6","1011.5","999.7","17.2",,"3.3",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   79","   66","   90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.8",,,"23.3","16.1",,,,"  260","  270",,,,,,,,"6.7","11.2",,,,"    1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-02",,,,,"15.6","1010.2","998.6","17.2",,"3.4",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   80","   66","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19.4",,,"23.3","16.1",,,,"  270","  230",,,,,,,,"7.2","10.7",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","2024-07-03",,,,,"15.6","1011.9","1000.3","16.7",,"3.8",,,,,,,,,,,,,,,,,,,,,,,"0.0",,"   86","   73","   97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.0",,,"21.1","15.6",,,,"  260","  260",,,,,,,,"8.1","12.5",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,,,,,,,,,,
